Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64852602,2025-05-05 08:55:16,05/05/2025 09:55:32 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,10462.0,1003 NEILL AVENUE,NEILL AVENUE,COLDEN AVENUE,PAULDING AVENUE,COLDEN AVENUE,PAULDING AVENUE,ADDRESS,BRONX,NEILL AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,05/05/2025 09:55:35 AM,11 BRONX,13.0,Precinct 49,2043010032.0,BRONX,"1,023,214","249,741",ONLINE,Unspecified,BRONX,,,,,,,,40.85207033649,-73.85915687392,POINT (-73.859156873916 40.852070336489)
64360558,2025-03-14 15:51:25,03/24/2025 01:45:32 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,,RESIDENTIAL BUILDING,10453.0,1870 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development was unable to access the rooms where the following conditions were reported. No violations were issued. The complaint has been closed.,03/24/2025 12:00:00 AM,05 BRONX,14.0,Precinct 46,2028050008.0,BRONX,"1,009,599","248,459",PHONE,Unspecified,BRONX,,,,,,,,40.84860121445,-73.90837580033,POINT (-73.908375800329 40.848601214454)
63602013,2025-01-02 01:09:36,01/02/2025 05:12:27 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:16:46 PM,12 BRONX,11.0,Precinct 47,2048330028.0,BRONX,"1,022,911","264,242",MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649,-73.86016845296,POINT (-73.860168452965 40.891872416493)
64589269,2025-04-08 09:43:25,04/22/2025 03:35:08 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,,RESIDENTIAL BUILDING,10456.0,1165 FULTON AVENUE,FULTON AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",04/22/2025 12:00:00 AM,03 BRONX,16.0,Precinct 42,2026090051.0,BRONX,"1,010,474","241,520",PHONE,Unspecified,BRONX,,,,,,,,40.82955313255,-73.90524023887,POINT (-73.905240238867 40.829553132553)
65253098,2025-06-13 00:40:00,06/13/2025 12:50:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,Turned,,,,,,,WHITE PLAINS RD,UNIONPORT RD,INTERSECTION,,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,06/13/2025 12:50:00 AM,Unspecified BRONX,,Unspecified,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,
66891530,2025-11-19 11:44:06,11/20/2025 07:41:58 AM,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Hanging from Other Branches,Street,10466.0,4016 SECOR AVENUE,SECOR AVENUE,EAST  233 STREET,BX-WESTCHESTER CNTY BOUNDARY,EAST  233 STREET,BX-WESTCHESTER CNTY BOUNDARY,ADDRESS,BRONX,SECOR AVENUE,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,11/20/2025 07:42:02 AM,12 BRONX,12.0,Precinct 47,2049690027.0,BRONX,"1,030,708","264,055",PHONE,Unspecified,BRONX,,,,,,,,40.89132155556,-73.83196913159,POINT (-73.831969131591 40.891321555563)
66946534,2025-11-24 14:23:29,11/26/2025 03:41:21 PM,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,,Street,10461.0,2020 TOMLINSON AVENUE,TOMLINSON AVENUE,NEILL AVENUE,LYDIG AVENUE,NEILL AVENUE,LYDIG AVENUE,ADDRESS,BRONX,TOMLINSON AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,11/25/2025 06:46:27 AM,11 BRONX,13.0,Precinct 49,2043060034.0,BRONX,"1,024,211","250,508",ONLINE,Unspecified,BRONX,,,,,,,,40.85417106443,-73.85554845369,POINT (-73.855548453689 40.854171064428)
66782571,2025-11-10 21:50:29,11/13/2025 09:16:28 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,10472.0,1064 MANOR AVENUE,MANOR AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",11/13/2025 12:00:00 AM,09 BRONX,18.0,Precinct 43,2037170032.0,BRONX,"1,018,683","240,069",PHONE,Unspecified,BRONX,,,,,,,,40.82554236708,-73.87558470691,POINT (-73.875584706906 40.825542367084)
66477278,2025-10-14 21:15:58,10/15/2025 09:27:37 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,10468.0,15 EAST  199 STREET,EAST  199 STREET,,,,,ADDRESS,BRONX,,,Closed,,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,10/15/2025 12:00:00 AM,07 BRONX,14.0,Precinct 52,2033200031.0,BRONX,"1,014,788","257,074",PHONE,Unspecified,BRONX,,,,,,,,40.87223035663,-73.88958087736,POINT (-73.889580877356 40.872230356629)
65714255,2025-07-30 14:02:00,07/30/2025 02:02:00 PM,DEP,Department of Environmental Protection,Water System,Fire Hydrant Emergency (FHE),FHE,,10467.0,,,,,THWAITES PLACE,OLINVILLE AVENUE,INTERSECTION,BRONX,,,Closed,,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,07/30/2025 02:02:00 PM,11 BRONX,15.0,Precinct 49,,BRONX,"1,020,604","252,199",PHONE,Unspecified,BRONX,,,,,,,,40.85882793754,-73.86857789321,POINT (-73.868577893208 40.858827937538)
67751832,2025-07-15 16:10:35,07/30/2025 11:14:54 AM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,LOCK BROKEN OR MISSING,RESIDENTIAL BUILDING,10458.0,2302 BEAUMONT AVENUE,BEAUMONT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,07/30/2025 12:00:00 AM,06 BRONX,15.0,Precinct 48,2031030003.0,BRONX,"1,015,941","249,767",ONLINE,Unspecified,BRONX,,,,,,,,40.85217079942,-73.88544642235,POINT (-73.885446422354 40.852170799415)
66927932,2025-11-23 14:13:47,11/23/2025 03:19:57 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",11/23/2025 03:20:01 PM,12 BRONX,11.0,Precinct 47,2048330028.0,BRONX,"1,022,911","264,242",MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649,-73.86016845296,POINT (-73.860168452965 40.891872416493)
66817091,2025-11-12 17:07:25,11/14/2025 09:46:06 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT AND NO HOT WATER,RESIDENTIAL BUILDING,10451.0,580 COURTLANDT AVENUE,COURTLANDT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",11/14/2025 12:00:00 AM,01 BRONX,17.0,Precinct 40,2023970005.0,BRONX,"1,006,642","237,133",PHONE,Unspecified,BRONX,,,,,,,,40.81752261305,-73.91910170547,POINT (-73.919101705471 40.81752261305)
63705355,2025-01-09 07:50:32,01/09/2025 09:42:51 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/09/2025 09:42:56 AM,12 BRONX,11.0,Precinct 47,2048330028.0,BRONX,"1,022,911","264,242",MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649,-73.86016845296,POINT (-73.860168452965 40.891872416493)
66507277,2025-10-16 09:46:24,10/16/2025 05:08:14 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NO HEAT,RESIDENTIAL BUILDING,10458.0,400 EAST MOSHOLU PARKWAY SOUTH,EAST MOSHOLU PARKWAY SOUTH,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,10/16/2025 12:00:00 AM,07 BRONX,11.0,Precinct 52,2032810077.0,BRONX,"1,017,005","255,864",PHONE,Unspecified,BRONX,,,,,,,,40.86890133102,-73.88157058614,POINT (-73.881570586144 40.868901331021)
67038201,2025-12-03 09:54:20,12/03/2025 10:33:40 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",12/03/2025 10:33:42 AM,12 BRONX,11.0,Precinct 47,2048330028.0,BRONX,"1,022,911","264,242",MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649,-73.86016845296,POINT (-73.860168452965 40.891872416493)
64590212,2025-04-08 22:55:49,04/08/2025 11:18:29 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,,Street/Sidewalk,10458.0,2304 GRAND CONCOURSE,GRAND CONCOURSE,EAST  183 STREET,FIELD PLACE,EAST  183 STREET,FIELD PLACE,ADDRESS,BRONX,GRAND CONCOURSE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/08/2025 11:18:31 PM,05 BRONX,15.0,Precinct 46,,BRONX,"1,011,955","251,735",ONLINE,Unspecified,BRONX,,,,,,,,40.85758577632,-73.89984648476,POINT (-73.899846484757 40.857585776318)
63808571,2025-01-18 14:22:33,01/21/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,,10466.0,3990 BRONX BOULEVARD,BRONX BOULEVARD,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",01/21/2025 12:00:00 AM,12 BRONX,12.0,Precinct 47,2048200042.0,BRONX,"1,021,852","263,320",UNKNOWN,Unspecified,BRONX,,,,,,,,40.88934639714,-73.86400388207,POINT (-73.864003882066 40.889346397138)
67218007,2025-12-17 19:26:41,12/18/2025 12:02:08 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,10469.0,1153 EAST  221 STREET,EAST  221 STREET,STICKNEY PLACE,OAKLEY STREET,STICKNEY PLACE,OAKLEY STREET,ADDRESS,BRONX,EAST  221 STREET,,Closed,,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",12/18/2025 12:02:13 AM,12 BRONX,12.0,Precinct 47,2047160040.0,BRONX,"1,025,879","260,184",ONLINE,Unspecified,BRONX,,,,,,,,40.88072099318,-73.84945884715,POINT (-73.849458847147 40.880720993178)
66708103,2025-11-03 18:03:02,11/03/2025 07:56:03 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,,Store/Commercial,10456.0,928 TINTON AVENUE,TINTON AVENUE,EAST  161 STREET,EAST  163 STREET,EAST  161 STREET,EAST  163 STREET,ADDRESS,BRONX,TINTON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,11/03/2025 07:56:06 PM,03 BRONX,17.0,Precinct 42,2026680021.0,BRONX,"1,011,035","238,944",MOBILE,Unspecified,BRONX,,,,,,,,40.82248106667,-73.90322336491,POINT (-73.903223364914 40.822481066673)
64823406,2025-05-02 12:22:52,05/08/2025 09:25:01 AM,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),,3+ Family Apartment Building,10456.0,530 EAST  169 STREET,EAST  169 STREET,3 AVENUE,FULTON AVENUE,3 AVENUE,FULTON AVENUE,ADDRESS,BRONX,EAST  169 STREET,,Closed,,The NYC Health Department (DOHMH) found a service request already exists for the same location. This request has been closed. DOHMH is addressing the original request.,05/08/2025 09:25:01 AM,03 BRONX,16.0,Precinct 42,2026100012.0,BRONX,"1,010,629","242,635",ONLINE,Unspecified,BRONX,,,,,,,,40.83261302416,-73.9046757663,POINT (-73.9046757663 40.832613024164)
64831769,2025-05-02 22:48:43,05/02/2025 10:54:10 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10453.0,1912 HENNESSY PLACE,HENNESSY PLACE,WEST BURNSIDE AVENUE,WEST  179 STREET,WEST BURNSIDE AVENUE,WEST  179 STREET,ADDRESS,BRONX,HENNESSY PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/02/2025 10:54:14 PM,05 BRONX,14.0,Precinct 46,2032280082.0,BRONX,"1,007,682","250,618",MOBILE,Unspecified,BRONX,,,,,,,,40.85453232165,-73.91529726456,POINT (-73.915297264558 40.854532321651)
65039949,2025-05-24 00:04:39,05/24/2025 12:52:00 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,10467.0,2428 MATTHEWS AVENUE,MATTHEWS AVENUE,WARING AVENUE,MACE AVENUE,WARING AVENUE,MACE AVENUE,ADDRESS,BRONX,MATTHEWS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/24/2025 12:52:05 AM,11 BRONX,13.0,Precinct 49,2044380016.0,BRONX,"1,022,233","253,325",MOBILE,Unspecified,BRONX,,,,,,,,40.86191160666,-73.86268257924,POINT (-73.862682579238 40.861911606661)
66875276,2025-11-18 23:14:02,11/19/2025 12:04:17 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,10462.0,2139 GLEBE AVENUE,GLEBE AVENUE,WESTCHESTER AVENUE,LYON AVENUE,WESTCHESTER AVENUE,LYON AVENUE,ADDRESS,BRONX,GLEBE AVENUE,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",11/19/2025 12:04:21 AM,10 BRONX,18.0,Precinct 45,2039630036.0,BRONX,"1,025,630","243,697",MOBILE,Unspecified,BRONX,,,,,,,,40.83547035858,-73.85046107377,POINT (-73.850461073774 40.835470358584)
64412512,2025-03-20 12:27:00,03/22/2025 12:20:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Visor,Missing,,10452.0,,,,,RIVER AVENUE,EAST 165 STREET,INTERSECTION,BRONX,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,03/22/2025 12:20:00 PM,04 BRONX,16.0,Precinct 44,,BRONX,"1,005,423","242,397",UNKNOWN,Unspecified,BRONX,,,,,,,,40.83197379789,-73.92348912136,POINT (-73.923489121358 40.831973797893)
64944322,2025-05-14 11:34:21,05/14/2025 04:43:47 PM,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,Street/Sidewalk,10469.0,3233 PEARSALL AVENUE,PEARSALL AVENUE,BURKE AVENUE,EAST GUN HILL ROAD,BURKE AVENUE,EAST GUN HILL ROAD,ADDRESS,BRONX,PEARSALL AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,05/14/2025 04:43:49 PM,11 BRONX,12.0,Precinct 49,2046170048.0,BRONX,"1,025,249","256,893",MOBILE,Unspecified,BRONX,Car,,,,,,,40.87169117613,-73.85175722501,POINT (-73.851757225008 40.871691176126)
64775013,2025-04-27 05:19:44,04/27/2025 06:38:33 AM,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Parked In Front Of Fire Hydrant,Street/Sidewalk,10466.0,4002 SECOR AVENUE,SECOR AVENUE,EAST  233 STREET,BX-WESTCHESTER CNTY BOUNDARY,EAST  233 STREET,BX-WESTCHESTER CNTY BOUNDARY,ADDRESS,BRONX,SECOR AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,04/27/2025 06:38:39 AM,12 BRONX,12.0,Precinct 47,2049690021.0,BRONX,"1,030,696","263,929",MOBILE,Unspecified,BRONX,,,,,,,,40.89097578921,-73.83201340743,POINT (-73.832013407434 40.890975789214)
67084826,2025-12-06 18:22:58,12/08/2025 05:55:11 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,NO HEAT,RESIDENTIAL BUILDING,10462.0,2060 WHITE PLAINS ROAD,WHITE PLAINS ROAD,,,,,ADDRESS,BRONX,,,Closed,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",12/08/2025 12:00:00 AM,11 BRONX,13.0,Precinct 49,2042847501.0,BRONX,"1,020,831","249,757",ONLINE,Unspecified,BRONX,,,,,,,,40.85212444644,-73.86777060047,POINT (-73.867770600467 40.852124446443)
66981961,2025-11-28 15:02:50,12/01/2025 10:49:29 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT,RESIDENTIAL BUILDING,10454.0,550 EAST  144 STREET,EAST  144 STREET,,,,,ADDRESS,BRONX,,,Closed,,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,12/01/2025 12:00:00 AM,01 BRONX,8.0,Precinct 40,2022690100.0,BRONX,"1,007,660","234,823",PHONE,Unspecified,BRONX,,,,,,,,40.8111796723,-73.91543191264,POINT (-73.915431912645 40.811179672298)
64947078,2025-05-14 07:36:11,05/14/2025 11:08:58 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10460.0,1680 HOE AVENUE,HOE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,HOE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/14/2025 11:09:00 AM,03 BRONX,17.0,Precinct 42,2029900006.0,BRONX,"1,015,357","243,789",PHONE,Unspecified,BRONX,,,,,,,,40.83576503146,-73.88758513778,POINT (-73.887585137782 40.835765031463)
65817221,2025-08-10 18:43:52,08/10/2025 07:30:03 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10463.0,130 WEST  228 STREET,WEST  228 STREET,MARBLE HILL LANE,MARBLE HILL AVENUE,MARBLE HILL LANE,MARBLE HILL AVENUE,ADDRESS,BRONX,WEST  228 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/10/2025 07:30:07 PM,08 BRONX,10.0,Precinct 50,1022150586.0,BRONX,"1,009,554","258,607",ONLINE,Unspecified,BRONX,,,,,,,,40.87645452418,-73.90850013894,POINT (-73.908500138939 40.876454524184)
65807424,2025-08-09 19:48:32,08/09/2025 09:31:03 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10467.0,3534 BRONX BOULEVARD,BRONX BOULEVARD,EAST  211 STREET,EAST  213 STREET,EAST  211 STREET,EAST  213 STREET,ADDRESS,BRONX,BRONX BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/09/2025 09:31:06 PM,12 BRONX,12.0,Precinct 47,2046410010.0,BRONX,"1,020,579","259,561",MOBILE,Unspecified,BRONX,,,,,,,,40.87903446177,-73.86862835593,POINT (-73.868628355931 40.879034461775)
64793652,2025-04-29 16:34:02,04/30/2025 01:07:10 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HEAT AND NO HOT WATER,RESIDENTIAL BUILDING,10469.0,1465 OAKLEY STREET,OAKLEY STREET,,,,,ADDRESS,BRONX,,,Closed,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",04/30/2025 12:00:00 AM,12 BRONX,12.0,Precinct 47,2047150029.0,BRONX,"1,025,808","259,971",PHONE,Unspecified,BRONX,,,,,,,,40.88013670985,-73.84971692235,POINT (-73.849716922346 40.880136709851)
66586040,2025-10-23 05:39:27,10/23/2025 12:04:01 PM,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,,Street/Sidewalk,10456.0,1368 SHERIDAN AVENUE,SHERIDAN AVENUE,MARCY PLACE,EAST  170 STREET,MARCY PLACE,EAST  170 STREET,ADDRESS,BRONX,SHERIDAN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/23/2025 12:04:04 PM,04 BRONX,16.0,Precinct 44,2028300030.0,BRONX,"1,008,253","244,471",ONLINE,Unspecified,BRONX,Truck,,,,,,,40.83765908841,-73.91325520114,POINT (-73.913255201145 40.837659088408)
65627843,2025-07-21 10:08:55,07/21/2025 12:22:43 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,,Street/Sidewalk,10461.0,3439 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,MIDDLETOWN ROAD,ROBERTS AVENUE,MIDDLETOWN ROAD,ROBERTS AVENUE,ADDRESS,BRONX,BRUCKNER BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/21/2025 12:22:47 PM,10 BRONX,13.0,Precinct 45,2041740010.0,BRONX,"1,032,310","247,506",ONLINE,Unspecified,BRONX,,,,,,,,40.84589110707,-73.82629367164,POINT (-73.826293671637 40.845891107074)
65372700,2025-06-25 10:41:00,07/03/2025 01:46:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,Location Type: Intersection,,10474.0,62 COSTER STREET,COSTER STREET,RANDALL AVENUE,SPOFFORD AVENUE,COSTER STREET,RANDALL AVENUE,INTERSECTION,BRONX,,,Closed,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",07/03/2025 01:46:00 PM,02 BRONX,17.0,Precinct 41,,BRONX,"1,015,584","235,159",UNKNOWN,Unspecified,BRONX,,,,,,,,40.81207734736,-73.88680510398,POINT (-73.886805103982 40.812077347359)
64045408,2025-02-10 04:29:00,02/10/2025 05:10:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,Operating Improperly,,10451.0,,,,,RIDER AVENUE,EAST 144 STREET,INTERSECTION,BRONX,,,Closed,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",02/10/2025 05:10:00 AM,01 BRONX,8.0,Precinct 40,,BRONX,"1,004,995","236,475",UNKNOWN,Unspecified,BRONX,,,,,,,,40.81572060953,-73.92505405303,POINT (-73.925054053034 40.815720609531)
66503860,2025-10-16 21:01:38,11/05/2025 12:08:42 AM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,LOCK BROKEN OR MISSING,RESIDENTIAL BUILDING,10451.0,341 EAST  146 STREET,EAST  146 STREET,,,,,ADDRESS,BRONX,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,11/05/2025 12:00:00 AM,01 BRONX,8.0,Precinct 40,2023290094.0,BRONX,"1,006,119","236,267",PHONE,Unspecified,BRONX,,,,,,,,40.81514699697,-73.92099403182,POINT (-73.920994031823 40.815146996968)
65820124,2025-08-11 11:06:17,08/11/2025 09:57:22 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10461.0,1625 POPLAR STREET,POPLAR STREET,JARRETT PLACE,BLONDELL AVENUE,JARRETT PLACE,BLONDELL AVENUE,ADDRESS,BRONX,POPLAR STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/11/2025 09:57:25 PM,11 BRONX,13.0,Precinct 49,2040850119.0,BRONX,"1,026,799","247,507",ONLINE,Unspecified,BRONX,,,,,,,,40.84592212719,-73.84621238109,POINT (-73.846212381087 40.845922127185)
66999971,2025-11-30 07:19:41,11/30/2025 08:00:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,"The New York City Police Department responded to the complaint but officers were unable to gain entry into the premises. If the problem persists, please contact 311 to create another complaint and ensure that contact information (e.g., buzzer number, phone number, etc.) is available to assist the responding officers in gaining entry to properly investigate the complaint.  We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",11/30/2025 08:00:40 AM,12 BRONX,11.0,Precinct 47,2048330028.0,BRONX,"1,022,911","264,242",MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649,-73.86016845296,POINT (-73.860168452965 40.891872416493)
